0.896049896	0.089941641	0.109574715	0.090909091	0.246246246	0.51	0.712765957	0	0
0.941787942	0.121524202	0.777480827	0.11942959	0.540540541	0.33	0.095744681	0	0
0.941787942	0.150017164	0.798164072	0.11942959	0.438438438	0.33	0.138297872	0	0
0.953222453	0.114315139	0.090053451	0.160427807	0.249249249	0.97	0.425531915	0.03125	0
0.928274428	0.176107106	0.118754357	0.171122995	0.342342342	0.99	0.191489362	0	0
0.959459459	0.292825266	0.567046247	0.262032086	0.666666667	0.29	0.574468085	0	0
0.959459459	0.305183659	0.575877295	0.151515152	0.723723724	0.27	0.329787234	0	0
0.951143451	0.499141778	0.706716244	0.190730838	0.24024024	0.86	0.234042553	0	0
0.945945946	0.444558874	0.804787358	0.124777184	0.393393393	0.63	0.574468085	0	0
0.961538462	0.302094061	0.811759238	0.126559715	0.684684685	0.4	0.425531915	0	0
0.961538462	0.302094061	0.811759238	0.126559715	0.534534535	0.51	0.765957447	0	0
0.964656965	0.251287333	0.82849175	0.40285205	0.57957958	0.38	0.425531915	0	0
0.66008316	0.243048404	0.773065303	0.01426025	0.510510511	0.72	0.712765957	0	0
0.944906445	0.434260213	0.79769928	0.124777184	0.63963964	0.42	0.234042553	0	0
0.965696466	0.457603845	0.812921218	0.16399287	0.792792793	0.21	0.478723404	0	0
0.96985447	0.484723653	0.829537532	0.247771836	0.687687688	0.44	0.574468085	0	0
0.953222453	0.122897357	0.093887985	0.139037433	0.453453453	0.27	0.574468085	0	0
0.882536383	0.112598696	0.771787125	0.053475936	0.501501502	0.47	0.521276596	0	0
0.927234927	0.095777549	0.082268185	0.112299465	0.477477477	0.35	0.425531915	0	0
0.897089397	0.094061105	0.112828259	0.090909091	0.279279279	0.44	0.478723404	0	0
0.945945946	0.444558874	0.804787358	0.124777184	0.54954955	0.4	0.287234043	0	0
0.954261954	0.269481634	0.841622124	0.16399287	0.573573574	0.38	0.287234043	0	0
0.98024948	0.330587024	0.232396003	1	0.630630631	0.44	0.478723404	0	0
0.937629938	0.380707175	0.624448059	0.110516934	0.585585586	0.43	0.617021277	0	0
0.971933472	0.478544456	0.690448524	0.361853832	0.711711712	0.32	0.617021277	0	0
0.95010395	0.488843117	0.69881478	0.188948307	0.489489489	0.6	0.574468085	0	0
0.96049896	0.404737384	0.776202649	0.217468806	0.570570571	0.34	0.617021277	0	0
0.944906445	0.434260213	0.79769928	0.124777184	0.582582583	0.48	0.138297872	0	0
0.970893971	0.499141778	0.838252382	0.144385027	0.906906907	0.24	0.287234043	0	0
0.971933472	0.512530038	0.846618638	0.144385027	0.684684685	0.39	0.382978723	0	0
0.98024948	0.292138689	0.804438764	0.28342246	0.762762763	0.24	0.382978723	0	0
0.920997921	0.315139032	0.824889612	0.126559715	0.336336336	0.78	0.808510638	0	0
0.920997921	0.239272228	0.821287474	0.103386809	0.618618619	0.37	0.191489362	0	0
0.953222453	0.259526262	0.834650244	0.139037433	0.531531532	0.39	0.382978723	0	0
0.954261954	0.269481634	0.841622124	0.16399287	0.636636637	0.32	0.287234043	0	0
0.938669439	0.277033986	0.848477806	0.112299465	0.546546547	0.62	0.478723404	0	0
0.941787942	0.121524202	0.777480827	0.11942959	0.651651652	0.24	0.478723404	0	0
0.935550936	0.142464813	0.793167558	0.155080214	0.339339339	0.6	0.574468085	0	0
0.941787942	0.150017164	0.798164072	0.11942959	0.534534535	0.27	0.425531915	0	0
0.915800416	0.088225197	0.078549849	0.067736185	0.423423423	0.43	0.287234043	0	0
0.826403326	0.208032956	0.426098071	0.026737968	0.6996997	0.37	0.329787234	0	0
0.937629938	0.332646756	0.725307925	0.158645276	0.552552553	0.42	0.712765957	0	0
0.985446985	0.371781668	0.751917267	0.303030303	0.498498498	0.54	0.574468085	0	0
0.961538462	0.302094061	0.811759238	0.126559715	0.588588589	0.48	0.287234043	0	0
0.936590437	0.284586337	0.854868696	0.110516934	0.387387387	0.74	0.521276596	0	0
0.98024948	0.292138689	0.804438764	0.28342246	0.777777778	0.24	0.425531915	0	0
0.944906445	0.434260213	0.79769928	0.124777184	0.441441441	0.7	0.382978723	0	0
0.979209979	0.213868864	0.514640948	0.196078431	0.690690691	0.36	0.329787234	0	0
0.906444906	0.082046001	0.075180107	0.073083779	0.354354354	0.35	0.191489362	0	0
0.910602911	0.179196704	0.120613525	0.08912656	0.33033033	0.46	0.617021277	0	0
0.965696466	0.470305527	0.820822682	0.16399287	0.624624625	0.17	0.138297872	0	0
0.937629938	0.341915551	0.733441785	0.112299465	0.645645646	0.34	0.234042553	0	0
0.957380457	0.381737041	0.760051127	0.171122995	0.612612613	0.42	0.521276596	0	0
0.957380457	0.381737041	0.760051127	0.171122995	0.612612613	0.42	0.521276596	0	0
0.953222453	0.392378991	0.768417383	0.112299465	0.528528529	0.45	0.382978723	0	0
0.965696466	0.470305527	0.820822682	0.16399287	0.831831832	0.24	0.234042553	0	0
0.938669439	0.277033986	0.848477806	0.112299465	0.534534535	0.63	0.521276596	0	0
0.962577963	0.159629248	0.803857774	0.156862745	0.414414414	0.5	0.287234043	0	0
0.873180873	0.03192585	0.03950732	0.037433155	0.417417417	0.4	0.574468085	0	0
0.9002079	0.045314109	0.049965141	0.094474153	0.369369369	0.51	0.095744681	0	0
0.928274428	0.176107106	0.118754357	0.171122995	0.345345345	0.39	0.617021277	0	0
0.928274428	0.176107106	0.118754357	0.171122995	0.165165165	0.59	0.670212766	0	0
0.966735967	0.258496395	0.542179875	0.137254902	0.564564565	0.35	0.521276596	0	0
0.937629938	0.341915551	0.733441785	0.112299465	0.624624625	0.33	0.287234043	0	0
0.946985447	0.354273944	0.742272833	0.103386809	0.693693694	0.31	0.329787234	0	0
0.953222453	0.392378991	0.768417383	0.112299465	0.558558559	0.44	0.478723404	0	0
0.96049896	0.404737384	0.776202649	0.217468806	0.690690691	0.37	0.478723404	0	0
0.96049896	0.404737384	0.776202649	0.217468806	0.588588589	0.33	0.574468085	0	0
0.96049896	0.404737384	0.776202649	0.217468806	0.588588589	0.33	0.670212766	0	0
0.953222453	0.114315139	0.090053451	0.160427807	0.516516517	0.26	0.478723404	0	0
0.948024948	0.165808445	0.113641645	0.222816399	0.474474474	0.27	0.808510638	0	0
0.98024948	0.292138689	0.804438764	0.28342246	0.531531532	0.37	0.382978723	0	0
0.953222453	0.114315139	0.090053451	0.160427807	0.468468468	0.25	0.670212766	0	0
0.923076923	0.505664264	0.714036719	0.160427807	0.51951952	0.43	0.478723404	0	0
0.96985447	0.484723653	0.829537532	0.247771836	0.828828829	0.3	0.138297872	0	0
0.875259875	0.023343632	0.030908668	0.137254902	0.201201201	0.79	0.329787234	0	0
0.9002079	0.045314109	0.049965141	0.094474153	0.471471471	0.43	0.329787234	0	0
0.910602911	0.179196704	0.120613525	0.08912656	0.249249249	0.72	0.329787234	0	0
0.936590437	0.370751802	0.615617011	0.222816399	0.441441441	0.66	0.287234043	0	0
0.945945946	0.416065911	0.652567976	0.124777184	0.648648649	0.19	0.712765957	0	0
0.95010395	0.488843117	0.69881478	0.188948307	0.585585586	0.39	0.670212766	0	0
0.937629938	0.341915551	0.733441785	0.112299465	0.537537538	0.44	0.234042553	0	0
0.985446985	0.371781668	0.751917267	0.303030303	0.558558559	0.51	0.478723404	0	0
0.957380457	0.381737041	0.760051127	0.171122995	0.498498498	0.47	0.095744681	0	0
0.953222453	0.392378991	0.768417383	0.112299465	0.606606607	0.45	0.382978723	0	0
0.965696466	0.470305527	0.820822682	0.16399287	0.645645646	0.15	0.095744681	0	0
0.965696466	0.470305527	0.820822682	0.16399287	0.762762763	0.27	0.234042553	0	0
0.965696466	0.470305527	0.820822682	0.16399287	0.672672673	0.34	0.234042553	0	0
0.971933472	0.512530038	0.846618638	0.144385027	0.75975976	0.36	0.382978723	0	0
0.953222453	0.122897357	0.093887985	0.139037433	0.522522523	0.25	0.521276596	0	0
0.937629938	0.332646756	0.725307925	0.158645276	0.441441441	0.59	0.617021277	0	0
0.953222453	0.122897357	0.093887985	0.139037433	0.522522523	0.24	0.574468085	0	0
0.959459459	0.292825266	0.567046247	0.262032086	0.624624625	0.32	0.670212766	0	0
0.95010395	0.488843117	0.69881478	0.188948307	0.546546547	0.43	0.521276596	0	0
0.946985447	0.354273944	0.742272833	0.103386809	0.702702703	0.22	0.287234043	0	0
0.932432432	0.308959835	0.818498722	0.085561497	0.534534535	0.64	0.138297872	0	0
0.872141372	0.027463096	0.035091796	0.046345811	0.381381381	0.48	0.191489362	0	0
0.717255717	0.008238929	0.01801069	0.012477718	0.522522523	0.24	0.574468085	0	0
0.95010395	0.488843117	0.69881478	0.188948307	0.348348348	0.87	0.478723404	0	0
0.95010395	0.488843117	0.69881478	0.188948307	0.594594595	0.39	0.574468085	0	0
0.95010395	0.488843117	0.69881478	0.188948307	0.594594595	0.39	0.574468085	0	0
0.923076923	0.505664264	0.714036719	0.160427807	0.432432432	0.66	0.574468085	0	0
